,id,date,username,tweet,latitude,longitude
10,1387871604349173765,2021-04-29 20:49:10+00:00,abah_sidik,"LPBI NU CIANJUR tergabung bersama TIM ALIF Relawan Vaksinasi covid-19 dg sasaran pelayan publik Ormas PUI Kab.Cianjur di pendopo Cianjur, Kamis 29 April 2021 pukul 19:00 s.d 21.00 WIB jumlah 84 Orang.
@PPLPBINU 
@ali_yoseph 
@YayahRuchyati 
@nupedulicovid19 
@nu_online https://t.co/SRqfS9juuq", -6.739744,107.145685
11,1387842833265029121,2021-04-29 18:54:50+00:00,kucingtertidur,Pertama kali naik pesawat dari Soetta ke Semarang setelah 4 bulan ngga pulang pasca sembuh dr COViD-19. Habis shift malem. Last minute. Lari-larian sampe napas engap. Sampe dibantuin naik buggy car sm petugas maskapai ijo karena ngliat muka gue melas bgt kali ya., -6.3184311,106.772155
12,1387840599022206976,2021-04-29 18:45:58+00:00,LaboratR,Tarif #rapidantigen #COVID19 bulan mei #laboratmedika https://t.co/fhNricd7Cr, -7.015146,109.618468
13,1387836062869884933,2021-04-29 18:27:56+00:00,MMaleeaxghar,"Bhai trust issues itny zyada hen k fridge ka drwaza b 2 bar hath lga k check krta hu band hua ya nhi
.
.
..
#sapnap1year #cowinregistration #COVID19 #OxygenShortage #OxygenCylinders #India #PradeepExitPoll #Radhe #Thalapathy65", 27.708226,69.328873
14,1387827892218966018,2021-04-29 17:55:28+00:00,PolsekTirtajaya,Bhabinkamtibmas Polsek Tirtajaya Bripka Didi Yanwar melaksanakan giat patroli dialogis dan memberikan himbauan kepada warga masyarakat agar selalu mematuhi protokol kesehatan dalam pencegahan penyebaran covid-19. instagram.com/p/COQk6ePslJC/…, -6.04417,107.25435
15,1387821329064161281,2021-04-29 17:29:23+00:00,Diskominfo_KTT,"Surat Edaran
Nomor: 060/128/BUP-KTT/IV/2021
Tentang
Pembatasan Kegiatan Bepergian Keluar Daerah dan/atau Mudik dan/atau Cuti bagi Aparatur Sipil Negara (ASN) dalam Masa Pandemic Covid-19. https://t.co/Rr5h01aMFd", 3.608894938175444,116.90532273714246
16,1387815472553414660,2021-04-29 17:06:07+00:00,mahardi_SH,"Relawan Desa Aman Covid19
#GusMenteri
#TppAceh
@jokowi
@halimiskandarnu
@anwsanusi
@yusradaridesa
@fachrilabalado
@SukoyoKasekpro
@Pusat_PPMD
@azzameldzikrie
@imansyukri
@tppkemendes
@kemendespdtt
@HasanZulfahmi
@Mursyidan10
@AcehTpp https://t.co/0ipXivIHLi", 5.177161121361727,96.8040501834369
17,1387812918037684224,2021-04-29 16:55:58+00:00,ArioNovear,"Kasus Covid-19 di India Naik, Wagub Sumbar Minta Daerah Tingkatkan Kewaspadaan murainews.com/2021/04/kasus-… https://t.co/emHWYqGQMF", -0.9051568,100.340914
18,1387807385838780417,2021-04-29 16:33:59+00:00,djpl_ksopbks,"Reposted from @kemenhub151 Meski mudik tahun ini ditiadakan kembali, bukan berarti Lebaran menjadi tidak bermakna. Ini dilakukan untuk menjaga kita bersama agar terhindar dari potensi penyebaran virus Covid-19 yang masih sangat tinggi. 

Pemerintah telah mengeluarkan aturan https://t.co/vLtnZcj7H3", 1.247892,101.995659
19,1387806437464702979,2021-04-29 16:30:13+00:00,satlantas_mglta,"Cegah penyebaran covid-19, lingkungan Pasar Gotong Royong disemprot cairan disinfektan, Kamis (29/04/2021).

@hmsresmglkota
#polresmagelangkota https://t.co/1Nm6pfIlcC", -7.507552,110.201501
20,1387796123851509764,2021-04-29 15:49:14+00:00,OfficialRCTI,"Mister Aladin Online Travel Fair dtng lagi! Spesial di 26 April - 2 Mei 2021, nikmati beragam promo hotel s/d 50% plus diskon Rp1 JUTA, diskon tiket pesawat s/d Rp300.000, diskon tiket kereta hingga Rp75.000, tur &amp; aktivitas s/d 50%, bahkan tes Covid-19 seharga Rp10.000 aja!... https://t.co/wqRKQF7H6K", -6.24277,106.633275
21,1387795150215188482,2021-04-29 15:45:22+00:00,POLSEK_JTJOGJA,"Menindaklanjuti perkembangan suspek covid19 yang mengalami kenaikan, imbauan terus diluncurkan di kawasan yang ramai seperti kawasan Malioboro. Imbauan berupa prokes disampaikan setiap hari untuk mengingatkan pentingnya menjaga kesehatan.

#polresjogja #polsekjetisjogja https://t.co/94jbUMd8W0", -7.839552,110.3452418
22,1387791340453257217,2021-04-29 15:30:14+00:00,POLSEK_JTJOGJA,"TUNDA MUDIK...
Sayangi keluarga di kampung halaman.
Cegah Penyebaran Covid-19 

#polresjogja #polsekjetisjogja #BersamaLawanCovid19 #TetapDisiplin5M #Covid #PolriHimbauTidakMudik2021
instagram.com/p/COQUNzujM0I/… https://t.co/WZlWWvpvsv", -7.839552,110.3452418
23,1387791223646134274,2021-04-29 15:29:46+00:00,nazarcalistagm1,"Tim posko covid19 Desa Tempilang agar mengupdate data terpapar covid19 bersama kami pendamping. Supaya data akuratnya bisa kami isi di monevDD KEMENDESA zonasi RT yg terpapar covid19.
#GusMenteri @halimiskandarnu @bangsispusdatin @kemendesapdtt @Tppiprovbabel @asmirzan https://t.co/89WzpK6tlq", -2.081302954961285,105.66734063510964
24,1387788545511727104,2021-04-29 15:19:07+00:00,Media_Selangor,#AGENSI Petaling catat hampir separuh jumlah kes #Covid19 di Selangor selangorkini.my/2021/04/petali… https://t.co/ynY9J0wd3g, 3.07348128,101.51637013
25,1387787191523233795,2021-04-29 15:13:44+00:00,ravisinha951,"NMCH me attendant ke naam par covid-19 spread kiya ja raha h..Sare media tamshbin bne hue..Shame on bihar media.
@ajhtak @BBCHindi @ndtvindia @ZeeNews @TimesNow @RahulGandhi @TV9Bharatvarsh", 25.4835457,84.9939102
26,1387785782815989763,2021-04-29 15:08:09+00:00,975PLAYFM,"Besok pagi @rinnimalik dan @stryprks di Plug N Play akan ngobrol live Instagram bersama @firdzaradiany (Inisiator Pandemic Talks), membahas tentang Tsunami Covid-19 India.

#975PNP
#975PLAYFM
Streaming link: playfm.id https://t.co/lld1Yje81j", -2.9915719,104.7379511
27,1387785480318509057,2021-04-29 15:06:56+00:00,kontarOP,"@Edie57929225 @DGHisham @KKMPutrajaya @MKNJPM @Khairykj 
Berapa orang yg telah divacc tapi dijangkiti Covid19. Elok tentukan penerima eg frontliners tidak dijangkiti Covid sebelum divak. Apa fungsi vacc? Mencegah bukan menyembuh kan? Baik tengok Mathematics of Covid Economics?
@NajibRazak", 3.0332003,101.6459045
28,1387783891256152064,2021-04-29 15:00:38+00:00,UstzAmal,"Allah Maha Berkuasa. Hanya dengan tenteraNya yg bernama covid19 (virus yg tak nampak dek mata kasar), seluruh dunia terjelepuk lemah, longlai, lelah &amp; tidak bermaya. Apa maksud Allah dari dugaan ini? La'allahum Yarji'un!!", 3.1833827,101.3539384
29,1387780280316956674,2021-04-29 14:46:17+00:00,toro_zulham,Melaksananka  Vaksin Covid 19 yang kedua https://t.co/kcI6OfHXDR, -1.714355740527592,103.26179653186058
30,1387780103879348224,2021-04-29 14:45:35+00:00,azrulChoi,Tapi restaurant ni dah close down the door last year after 13 years due to covid 19 bengong ni. Hilangla jugak satu sumber pendapatan aku., 6.3804892,99.6921254
31,1387774808809775113,2021-04-29 14:24:32+00:00,protokolaceh,"“Kategori zona itu hasil analisis data epidemiologi oleh Satgas Covid-19 Nasional,” tuturnya.
humas.acehprov.go.id/kasus-positif-…", 5.538148,95.3098598
32,1387768534252539915,2021-04-29 13:59:36+00:00,elee618,"Salam Nuzul Quran. Semoga mendapat rahmat &amp; keberkatan peristiwa bulan Ramadan yang penuh bermakna ini.
#StaySafe dalam menghadapi COVID-19 ini &amp; moga kita semua mendapat vaksin dalam masa terdekat demi keselamatan semua.
#lindungidirilindungisemua
instagram.com/p/COQJYMzpTzK/… https://t.co/RndqtIP0uE", 3.0708431009694697,101.60901436088551
33,1387761847772798982,2021-04-29 13:33:02+00:00,SushilKanaujia1,Jaunpur C.M.O. covid19 me jinki bhi duty lagi h khali paper pe h. na to koi call uthayega ya to number hi switched off rahta h.. Kaha paramarsh le any bimari me.ya to Cmo. Sahab khud hi laga ke chek kar le https://t.co/eD0Avo6JK2, 25.6332299,82.4033664
34,1387761694945030147,2021-04-29 13:32:26+00:00,cballrn,Nursing Media nursingworld.org/news/#.YIq0YBw… #cballrn #RN #nurselife #COVID19, 24.396308,-87.634643
35,1387760795564527624,2021-04-29 13:28:51+00:00,hmsresmglkota,"Cegah penyebaran covid-19, lingkungan Pasar Gotong Royong disemprot cairan disinfektan, Kamis (29/04/2021).

#polresmagelangkota 
@poldajateng_ @DivHumas_Polri https://t.co/TLMkNobc7M", -7.507552,110.201501
36,1387760247826042883,2021-04-29 13:26:41+00:00,RozieyahM,"Semoga covid 19 cepat berlalu

#rayabersamashopee #rayapkp #raya2021 #rayapertama #rayacollection #covid_19 #covidvacccine #covidwedding #covidー19 #belionlinemurah #belionlineje #belionlinemudah #belionlinemalaysia #kitajagakita #kitabaikramaisayang #kitamestimenang https://t.co/OgKXMtlS9F", 5.0283031,102.9706345
37,1387759832359374848,2021-04-29 13:25:02+00:00,SParigade,"Malam #Nuzulul Qur'an
Dilakukan secara terbatas 
Agar tercegah dari Covid-19
@jokowi 
@halimiskandarnu 
@imansyukri 
@malik_haramain 
@taufikmadjid71 
@yusradaridesa 
@PmdPuspen
@tppkemendes 
@kemendesapdtt pic.twitter.com/Db9ESgHPTg https://t.co/flDgh5c5S6", -1.0898276,122.6329394
38,1387758709456064515,2021-04-29 13:20:34+00:00,Aman42334787,Ada maksud Tuhan dibalik Covid-19, -3.067652,108.5949
39,1387757971824799746,2021-04-29 13:17:38+00:00,HumasPolresTem1,"Mari lebih kita disiplinkan protokol kesehatan 5M
• Memakai Masker
• Mencuci Tangan
• Menjaga Jarak
• Menghindari Kerumunan
• Mengurangi Mobilitas
Semoga pandemi covid-19 segera berakhir
#cegahcovid19 https://t.co/F1im0kZhyQ", -7.385808,110.070892
40,1387757896163864576,2021-04-29 13:17:20+00:00,HumasPolresTem1,"Walaupun rindu, keselamatan keluarga yang nomor satu.

Mari patuhi peraturan Pemerintah untuk Tidak Mudik guna menekan penyebaran Covid-19
#cegahcovid19
#stopmudikcegahcovid19 https://t.co/5XpHzIHnOC", -7.385808,110.070892
41,1387757398069104642,2021-04-29 13:15:21+00:00,cunte20,"Bhabinkamtibmas Aiptu solihin dan Aipda Yustiar SH  memberikan edukasi, pendisiplinan kepada warga yang datang ke Alfamart, agar selalu menerapkan Protokol Kesehatan 5M dalam rangka memutus mata rantai Virus Corona atau Covid 19. https://t.co/RguRV9Oc2K", -6.235936,106.384247
42,1387755745299501061,2021-04-29 13:08:47+00:00,Infoppntual,"Semangat pagi #SahabatBahari, Tim Kesyahbandaran PPN Tual dan Tim Prokes Lanal Tual melaksanakan protokol kesehatan untuk pencegahan penyebaran COVID-19 bagi ABK KM. Rajawali Perkasa 105 dari Ambon; KM. Valleri V dan KM. Mutiara Rezeki dari Cilacap, (...) https://t.co/7W82Rh5UEw", -8.347827,125.718516
43,1387754863669301257,2021-04-29 13:05:17+00:00,gitaokinarum,"Kita bisa, alwan COVID-19! #vaccinatorteam https://t.co/r62BZ3dvWI", -7.799123023118818,110.40435135516319
44,1387754019175616513,2021-04-29 13:01:56+00:00,Infoppntual,"Semangat pagi #SahabatBahari, setelah mengikuti vaksinasi tahap pertama di bulan Maret lalu, tanggal 27 April 2021, seluruh staff PPN Tual mengikuti Vaksinasi COVID-19 tahap kedua di Puskesmas Fiditan. https://t.co/RKsvNkc6w6", -8.347827,125.718516
45,1387749581711036416,2021-04-29 12:44:18+00:00,prajwalmanipal,"April 29 2021, Karnataka reports 35024 COVID-19 cases.

19637 cases in Bengaluru.", 13.086056,74.667323
46,1387749525217894404,2021-04-29 12:44:04+00:00,Media_Selangor,"#BERITAUTAMA Kes #Covid19 di Selangor kekal lepasi angka 1,000 selangorkini.my/2021/04/kes-co… https://t.co/jAy6Pmj2XJ", 3.07348128,101.51637013
47,1387748821430509572,2021-04-29 12:41:16+00:00,azharamin312,"Waspada Gelombang Kedua Covid-19, DPR: Indonesia Berpotensi seperti India - Cakaplah - Berpikir Berbuat Bercakap shar.es/aoT6Du", 0.4812,101.4169653
48,1387748136328724483,2021-04-29 12:38:33+00:00,azharamin312,"Siak Zona Merah Covid-19, Kasus Terbanyak dari Klaster PNS - Cakaplah - Berpikir Berbuat Bercakap shar.es/aoT6IW", 0.4812,101.4169653
49,1387737797398728708,2021-04-29 11:57:28+00:00,anton_sukisno,@Deni_dys @ridwankamil Bung. Kl.pas lebaran tuh atau libur panjang. Pergerakan manusia sangat banyak dan sulit di kontrol. Hal tsb dpt berakibat meningkat nya penularan Covid19. Contoh spt India saat ini. Dan kita belajar dr.pengalaman. Bgmn saat libur panjang covid meningkat hampir 100%, -6.185643,106.772307
50,1387733482021920770,2021-04-29 11:40:19+00:00,protokolaceh,"Hal tersebut sangat penting dilakukan mengingat trend kasus Covid-19 di Aceh mengalami peningkatan.
humas.acehprov.go.id/gubernur-aceh-…", 5.514511,95.317596
51,1387732645509959680,2021-04-29 11:37:00+00:00,kominfokaltim,Korem 091/ASN Memperingati Nuzulul Qur'an di Tengah Pandemi COVID-19 — #SobatKom #DiskominfoKaltim diskominfo.kaltimprov.go.id/agama/korem-09…, -2.409401,113.836655
52,1387729169237241857,2021-04-29 11:23:11+00:00,mubarekalsyaban,"Koreksi.
Kasus covid19 pertama di cianjur 😂", -6.235936,106.384247
53,1387725383332622336,2021-04-29 11:08:08+00:00,Media_Selangor,"#BERITAUTAMA Kes #Covid19 naik, Kerajaan Negeri teliti semula pelaksanaan PKPB selangorkini.my/2021/04/kes-co… https://t.co/KMvYBgB7Wh", 3.07348128,101.51637013
54,1387719360240783362,2021-04-29 10:44:12+00:00,David89595206,Ini pcuri sebenar @NajibRazak ...#COVID19 @umnoonline @bharianmy #Malaysia https://t.co/DfPlzkCv7K, 1.0524881,110.1283146
55,1387718224007942145,2021-04-29 10:39:41+00:00,mzycmd3x3,Laluan buat elok dah. Ade number giliran bagai.  Tibe ade pulak la ahli sukan mai ngan puak2 dia buat ramai &amp; org berkumpul2.  Nyesal pulak xbawak kad kuasa tadi. Nk jugak tegur.  Ckp xbijak kang kata dia la bwk pingat emas utk MY. Payah2. Tang mana kebal COVID-19 pun aku xtau. https://t.co/98RiVG0XNj, 3.0162635904049804,101.67558516052837
56,1387717057131732993,2021-04-29 10:35:03+00:00,Mohammad_Axam,@Advjalila Covid 19 ya phirr Covid18 ka koi torr hai Mai Sardaran k pass ??, 24.885104,60.878613
57,1387712613165924354,2021-04-29 10:17:24+00:00,NoekyLinda,"AKP Dani Permana Putra, S.H., S.I.K., M.H. beserta anggota Polsek Tingkir melakukan pembagian masker di Pasar Blauran, sebagai salah satu upaya untuk menekan angka covid-19 di Kota Salatiga khususnya di wilayah hukum Polsek Tingkir #polripresisi https://t.co/SmOTD9qdhr", -7.642612,110.750127
58,1387710243577032704,2021-04-29 10:07:59+00:00,POLSEK_JTJOGJA,"Sembako dan uang tunai disalurkan kepada 2 (dua) warga Kampung Penumping dan Jogoyudan Gowongan Jetis Yogyakarta.

"" Semoga bantuan ini dapat bermanfaat untuk membantu meringankan beban ditengah Pandemi Covid-19 "", pungkas Iptu Pujiarto.@polresjogja #polresjogja #polsekjetisjogja", -7.839552,110.3452418
59,1387708332996120581,2021-04-29 10:00:23+00:00,masruddd,"Kolor ijo, begal, orang ngaku nabi, orang ngaku imam mahdi, ada lagu pas lagi lampu merah, covid-19 pertama kali muncul, skrng babi ngepet.
Depok tervaik lah kamoh👍", -6.507029,106.73903
60,1387704365239132160,2021-04-29 09:44:37+00:00,lantasokutimur,Sat Lantas Polres Oku Timur melaksanakan kegiatan Pos Penyekatan Antar Provinsi dalam rangka Memutus Mata Rantai Penyebaran Virus Covid-19 di wilayah hukum Polres Oku Timur pada Pos Penyekatan Perbatasan Kab. Oku Timur Prov. Sum-sel dengan Kab. Way Kanan Prov. Lampung https://t.co/qxGXLh85S0, -3.713963,103.750946
61,1387704271571935234,2021-04-29 09:44:15+00:00,INyomanSetiawa2,"Bhabinkamtibmas Padangbai lakukan sambang, untuk memberikan edukasi Prokes Covid –19.

@polreskarangasem.id
@karangasem_id
@infoamlapura 
@nyoman_suartinireal 
@madesuadnyananopa
@polisirepublikindonesia 
@polwan_republik_indonesia 
#ceritabali https://t.co/tnNO75wmAe", -8.55072,115.46325
62,1387703134668083202,2021-04-29 09:39:44+00:00,INyomanSetiawa2,"Kamis, 29/4/2021, Polsek Padangbai edukasi Prokes Covid –19 thd pengguna jasa pelabuhan yang masuk maupun keluar Bali sebagai upaya pencegahan penyebaran virus Covid –19.

@polreskarangasem.id
@karangasem_id
@infoamlapura 
@nyoman_suartinireal 
@madesuadnyananopa
#ceritabali https://t.co/W4KR9jD5Mn", -8.55072,115.46325
63,1387698622809223169,2021-04-29 09:21:48+00:00,INyomanSetiawa2,"Kamis, 29/4/2021, Anggota Polsek Padangbai gencar lakukan edukasi ttg Prokes Covid –19, Sesuai Program Kapolres Karangasem, *SIKALIN NGAYAH* ( polisi Karangasem keliling ngayah ), dalam mewujudkan Commander Wish Kapolri, sebagai upaya pencegahan penyebaran virus Covid –19 https://t.co/6YHfctLuCs", -8.55072,115.46325
64,1387698272714772481,2021-04-29 09:20:25+00:00,azharamin312,"Angka Positif Covid-19 di Riau Kembali Meningkat, Presiden Tegur Gubernur Riau - Cakaplah - Berpikir Berbuat Bercakap shar.es/aoT5MZ", 0.4812,101.4169653
65,1387697604713136134,2021-04-29 09:17:45+00:00,VjMani92,@KKMPutrajaya Masa hari raya lain-lain semua lockdown Kenapa Ramadan tak ada lockdown sebab Itulah sekarang kes dah naik tinggi Sekarang siapa yang susah.bln 3 masa  buka sekolah pun kes tak ada tinggi semua turun saja.. sekarang buka pasar Ramadan Orang dah shopping-shopping kes naik #COVID19, 2.3667755,102.7760328
66,1387697225900466176,2021-04-29 09:16:15+00:00,VjMani92,Masa hari raya lain-lain semua lockdown Kenapa Ramadan tak ada lockdown sebab Itulah sekarang kes dah naik tinggi Sekarang siapa yang susah.bln 3 masa  buka sekolah pun kes tak ada tinggi semua turun saja.. sekarang buka pasar Ramadan Orang dah shopping-shopping kes naik #COVID19, 2.3667755,102.7760328
67,1387691171376340992,2021-04-29 08:52:11+00:00,spmedia_jbg,"Ketua Himpaudi Kab. Jombang, Tita Aniqowardani, S.Pd dlm sambutannya menuturkan ini adalah kesempatan emas dlm mmatangkn program Himpaudi Kab. Jombang tahun 2021. Trlebih lg di masa pandemi Covid-19 saat ini. Hrs dpt dijalankan dg baik dan brsinergi brsama Disdikbud Kab. Jombang. https://t.co/kVofuQlKDK", -7.575385,112.187934
68,1387684351018631170,2021-04-29 08:25:05+00:00,Media_Selangor,"#AGENDA #Covid19: 3,332 kes baharu hari ini, Selangor tertinggi selangorkini.my/2021/04/covid-… https://t.co/s3xQA0RBq7", 3.07348128,101.51637013
69,1387682536910954496,2021-04-29 08:17:53+00:00,ProkopimMabar,"Kegiatan Vaksinasi Covid-19 bagi Lansia di Kecamatan Macang Pacar, Kamis (29/04)
#bupatimabar 
#prokopimmabar 
#labuanbajo 
#komodo 
#manggaraibarat 
#pariwisatapremium @ Labuan Bajo, Komodo, Manggarai Barat instagram.com/p/COPi0C5g-Um/…", -8.5,119.88333333
70,1387681929294610433,2021-04-29 08:15:28+00:00,HumasMenteng,"STOP Mudik!
Demi Memutus Rantai Penyebaran Covid-19

#SekatAntisipasiMudik
Pemudik Putar Balik https://t.co/ppN59TYh8O", -6.364897,106.972522
71,1387679527703248896,2021-04-29 08:05:55+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
72,1387679411588136963,2021-04-29 08:05:28+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
73,1387679381691142144,2021-04-29 08:05:21+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
74,1387679288200105991,2021-04-29 08:04:58+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
75,1387679249255989253,2021-04-29 08:04:49+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
76,1387679216599060480,2021-04-29 08:04:41+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
77,1387679196160294913,2021-04-29 08:04:36+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
78,1387679171879477253,2021-04-29 08:04:31+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
79,1387679129558937601,2021-04-29 08:04:20+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
80,1387679107203227648,2021-04-29 08:04:15+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
81,1387679084134625280,2021-04-29 08:04:10+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
82,1387679063838392323,2021-04-29 08:04:05+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
83,1387679038475362304,2021-04-29 08:03:59+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
84,1387679015561953280,2021-04-29 08:03:53+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
85,1387678990932971520,2021-04-29 08:03:47+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
86,1387678970766712836,2021-04-29 08:03:43+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
87,1387678949778493441,2021-04-29 08:03:38+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
88,1387678916819570696,2021-04-29 08:03:30+00:00,Ninda21759598,"Pengalaman bertambahnya kasus covid19 ketika libur panjang mendasari mengapa pemerintah melarang mobilisasi / mudik lebaran 2021 ini

#SekatAntisipasiMudik
Pemudik Putar Balik", -11.007615,118.927002
